Titulo,Ano,Duracao,Temporadas,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
Teasing Master Takagi-san,2018,,1 Season,Netflix,7+,7.7/10,60/100,"Teased constantly by classmate Takagi-san, middle-schooler Nishikata swears payback by trying (and failing) to give her a dose of her own medicine."
Kakegurui,2017,,2 Seasons,Netflix,16+,7.2/10,60/100,"Yumeko Jabami enrolls at Hyakkaou Private Academy, where students are ranked by their gambling winnings and fame and fortune awaits those on top."
Attenborough's Life in Colour,2021,,,Outra,7+,8.3/10,60/100,
Mortel,2019,,2 Seasons,Netflix,18+,6.6/10,60/100,"After making a deal with a supernatural figure, two high schoolers emerge with extraordinary powers and join forces to solve a murder."
Kath & Kim,2002,,,Outra,7+,8.3/10,60/100,
Charité,2017,,1 Season,Netflix,7+,7.9/10,59/100,"At Berlin's Charité hospital in 1888, Ida finds romance, a path to her dream job and an inside look into cures for tuberculosis and diphtheria."
Hoarders,2009,,1 Season,Netflix,7+,6.4/10,59/100,"This reality series enters the worlds of compulsive hoarders, whose addiction to acquisition overwhelms not just their homes but also their lives."
Unsolved: The Murders of Tupac and The Notorious B.I.G.,2018,,,Outra,18+,7.9/10,59/100,
My Next Guest Needs No Introduction With David Letterman,2018,,3 Seasons,Netflix,18+,7.9/10,59/100,TV legend David Letterman teams up with fascinating global figures for in-depth interviews and curiosity-fueled excursions in this monthly talk show.
The Repair Shop,2017,,1 Season,Netflix,,8.7/10,59/100,Expert artisans restore timeworn family heirlooms with touching sentimental value while also uncovering their uniquely rich histories.
Record of Ragnarok,2021,,1 Season,Netflix,18+,6.2/10,59/100,"Before eradicating humankind from the world, the gods give them one last chance to prove themselves worthy of survival. Let the Ragnarok battles begin."
White Lines,2020,,1 Season,Netflix,18+,6.6/10,59/100,"Zoe Walker leaves her quiet life behind to investigate her brother's disappearance in Ibiza, where she quickly heads down a decadent and dangerous path."
A Korean Odyssey,2017,,1 Season,Netflix,,8.1/10,59/100,A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.
Snabba Cash,2021,,,Outra,,7.6/10,59/100,
Luis Miguel: The Series,2018,,,Outra,16+,8.0/10,59/100,
Black Space,2020,,1 Season,Netflix,,6.8/10,59/100,A rogue detective with unorthodox means leads an investigation into a massacre committed by unicorn mask-wearing assassins at an Israeli high school.
"Love, Chunibyo & Other Delusions",2012,,,Outra,16+,7.4/10,59/100,
Kabaneri of the Iron Fortress,2016,,,Outra,18+,7.2/10,59/100,
"Sister, Sister",1994,,6 Seasons,Netflix,7+,6.3/10,59/100,"Separated at birth, twin sisters Tia Landry and Tamera Campbell reunite after 14 years and soon move in together, blending families and personalities."
Greenhouse Academy,2017,,4 Seasons,Netflix,7+,6.9/10,59/100,"When teen siblings Hayley and Alex enter an elite boarding school, they find rivalry, romance and a mystery related to the recent loss of their mom."
Mr. Iglesias,2019,,3 Seasons,Netflix,16+,7.1/10,59/100,Hilarious high school teacher Gabriel Iglesias tries to make a difference in the lives of some smart but underperforming students at his alma mater.
Paranoid,2016,,1 Season,Netflix,,6.7/10,59/100,"When a woman is brutally murdered on a playground, a group of detectives find themselves drawn into a dark conspiracy as they search for the killer."
Hip Hop Evolution,2016,,,Outra,16+,8.4/10,59/100,
The Game,2006,,129 min,Netflix,16+,6.7/10,59/100,An aloof investment banker's life spirals into peril and paranoia after his brother gives him an odd birthday gift: the chance to play a mysterious game.
Love on the Spectrum,2019,,2 Seasons,Netflix,all,8.5/10,59/100,"Finding love can be hard for anyone. For young adults on the autism spectrum, exploring the unpredictable world of dating is even more complicated."
Greenleaf,2016,,5 Seasons,Netflix,18+,7.4/10,59/100,"Although members of the Greenleaf family run a Memphis megachurch, their business and personal lives are tainted with greed, adultery and other sins."
Naomi Osaka,2021,,1 Season,Netflix,,6.2/10,59/100,This intimate series follows Naomi Osaka as she explores her cultural roots and navigates her multifaceted identity as a tennis champ and rising leader.
Oh My Ghost,2015,,1 Season,Netflix,,8.1/10,59/100,"Possessed by the ghost of a lustful virgin, a timid assistant chef becomes confidently libidinous, drawing the attention of a haughty culinary star."
The Final Table,2018,,1 Season,Netflix,all,7.7/10,59/100,Teams of elite chefs vie to impress the world's toughest palates as they whip up iconic dishes from nine nations in this star-packed competition.
Life Sentence,2018,,1 Season,Netflix,16+,6.6/10,59/100,"Cured of what she thought was terminal cancer, Stella Abbott faces a slew of experiences – good and bad – resulting from years of ""living for today."""
Penguin Town,2021,,1 Season,Netflix,,8.0/10,59/100,"In a picturesque South African town, an eclectic group of endangered penguins flock together to find mates, raise families and mix with the locals."
Dogs of Berlin,2018,,1 Season,Netflix,16+,7.6/10,59/100,"Two cops investigate the murder of a famous Turkish-German soccer player, but one of them has underworld connections that mire the case in controversy."
Yasuke,2021,,1 Season,Netflix,18+,6.2/10,59/100,A peaceful boatman once known as the Black Samurai is pulled back into conflict when he takes a little girl with mysterious powers under his wing.
Alma Matters: Inside the IIT Dream,2021,,,Outra,,8.5/10,59/100,
Playing with Fire,2019,,1 Season,Netflix,18+,5.9/10,59/100,Three prosperous women – including a mother and her daughter – fall for a seductive man in Colombia's Coffee Triangle.
"Hello, My Twenties!",2016,,2 Seasons,Netflix,16+,8.3/10,59/100,"With different personalities, life goals and taste in men, five female college students become housemates in a shared residence called Belle Epoque."
Sam & Cat,2013,,2 Seasons,Netflix,7+,5.7/10,59/100,"To earn cash, roommates Sam and Cat start a baby-sitting service – and quickly discover just what an adventure baby-sitting can be."
Girls from Ipanema,2019,,,Outra,16+,7.9/10,59/100,
Elite Short Stories: Omar Ander Alexis,2021,,1 Season,Netflix,18+,7.4/10,59/100,"Now in remission, Ander is set on spending his summer helping Alexis, his chemo partner, go through treatment."
MEGALOBOX,2018,,,Outra,16+,7.8/10,59/100,
High on the Hog: How African American Cuisine Transformed America,2021,,1 Season,Netflix,,7.7/10,59/100,"Black food is American food. Chef and writer Stephen Satterfield traces the delicious, moving throughlines from Africa to Texas in this docuseries."
So Not Worth It,2021,,1 Season,Netflix,,7.7/10,59/100,"New friends, new loves and new experiences mix together inside a colorful college dormitory in Korea that's home to students from around the world."
K-ON!,2009,,,Outra,16+,7.7/10,59/100,
The Family,2019,,1 Season,Netflix,16+,6.4/10,59/100,"An enigmatic conservative Christian group known as the Family wields enormous influence in Washington, D.C., in pursuit of its global ambitions."
Challenger: The Final Flight,2020,,,Outra,,7.9/10,59/100,
Sexify,2021,,1 Season,Netflix,,6.5/10,58/100,"To build an innovative sex app and win a tech competition, a sexually inexperienced student and her friends must explore the daunting world of intimacy."
The Good Cop,2018,,1 Season,Netflix,16+,7.1/10,58/100,"When he's not solving murders, a pathologically honest detective tries to keep an eye on his crooked but kindhearted dad."
The Uncanny Counter,2020,,1 Season,Netflix,,8.2/10,58/100,"Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans."
Law School,2021,,1 Season,Netflix,,8.2/10,58/100,"When a grim incident occurs at their prestigious school, justice through law is put to a test by a tough law professor and his ambitious students."
This is a Robbery: The World's Biggest Art Heist,2021,,,Outra,18+,6.4/10,58/100,
The English Game,2020,,1 Season,Netflix,,7.6/10,58/100,Two 19th-century footballers on opposite sides of a class divide navigate professional and personal turmoil to change the game — and England — forever.
Chambers,2019,,1 Season,Netflix,16+,6.5/10,58/100,"Haunted by eerie visions and sinister impulses after a heart transplant, a teenager tries to unmask the truth behind her donor's mysterious death."
Selena: The Series,2020,,2 Seasons,Netflix,7+,6.8/10,58/100,Iconic Mexican-American performer Selena rises to fame as she and her family make sacrifices in order to achieve their lifelong dreams.
BAKI,2018,,3 Seasons,Netflix,18+,6.7/10,58/100,"While martial arts champion Baki Hanma trains hard to surpass his legendary father, five violent death row inmates descend upon Tokyo to take him on."
Cells at Work!,2018,,1 Season,Netflix,16+,7.6/10,58/100,"One newcomer red blood cell just wants to do her job. Between bacteria incursions and meeting a certain white blood cell, she's got a lot to learn!"
Reckoning,2019,,1 Season,Netflix,18+,6.6/10,58/100,"When a local teen is murdered in their quiet, suburban community, two fathers intent on protecting their families must contend with their inner demons."
The Mole,2001,,2 Seasons,Netflix,,7.5/10,58/100,"In this competition show, contestants try to earn $1 million for a pot that only one of them will win — while one player secretly sabotages them."
The Ripper,2020,,1 Season,Netflix,,7.1/10,58/100,"In the late 1970s, British police struggle to identify — let alone capture — the serial killer known throughout the world as the Yorkshire Ripper."
Queen Sono,2020,,1 Season,Netflix,18+,5.9/10,58/100,South African spy Queen Sono finds herself in a nefarious web of business and politics as she seeks to uncover the truth behind her mother's death.
WWII in HD,2009,,1 Season,Netflix,18+,8.7/10,58/100,Rare color footage interwoven with firsthand interviews and diary entries bring to life the global sweep of World War II via those who were there.
The Parisian Agency: Exclusive Properties,2021,,1 Season,Netflix,,6.9/10,58/100,This reality series follows the Kretz family and their luxury property business as they help clients buy and sell fabulous homes in France and abroad.
La cocinera de Castamar,2021,,,Outra,,7.4/10,58/100,
I Am a Killer,2018,,,Outra,18+,7.4/10,58/100,
W1A,2014,,3 Seasons,Netflix,,7.8/10,58/100,"The new Head of Values at the BBC deals with redefining the company's purpose, events like the arrival of Prince Charles and issues with new programs."
One of Us,2016,,95 min,Netflix,18+,7.0/10,58/100,"In the wake of trauma and abuse, three Hasidic Jews face ostracism, anxiety and danger as they attempt to leave their ultra-Orthodox community."
Cuckoo,2012,,5 Seasons,Netflix,16+,7.2/10,58/100,"Rachel shocks her proper British parents when she marries an American hippie, but it's just the first in a series of surprises for the family."
March Comes in Like a Lion,2016,,2 Seasons,Netflix,7+,8.4/10,58/100,"Orphaned young, a reclusive 17-year-old professional shogi player starts to come out of his shell when three sisters take him under their wing."
Börü,2018,,,Outra,18+,8.2/10,58/100,
The Mess You Leave Behind,2020,,1 Season,Netflix,,6.8/10,58/100,A teacher starts her job at a high school but is haunted by a suspicious death that occurred there weeks before... and begins fearing for her own life.
Elize Matsunaga: Once Upon a Crime,2021,,1 Season,Netflix,18+,5.8/10,58/100,"The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case."
Invisible City,2021,,1 Season,Netflix,all,7.4/10,58/100,"After a family tragedy, a man discovers mythical creatures living among humans — and soon realizes they hold the key to his mysterious past."
High Seas,2019,,3 Seasons,Netflix,16+,6.8/10,58/100,Two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from Spain to Brazil in the 1940s.
Man Down,2013,,4 Seasons,Netflix,18+,7.6/10,58/100,"A childish idiot trapped in an adult's body, schoolteacher Dan hates his job, hates his girlfriend-less life and has good reason to fear his dad."
Hitler's Circle of Evil,2017,,1 Season,Netflix,,8.0/10,58/100,"Surviving power struggles, betrayals and plots, Hitler's inner circle of Nazi leaders seizes control of Germany and designs its disastrous future."
Degrassi: Next Class,2016,,4 Seasons,Netflix,7+,6.9/10,58/100,"Degrassi's next generation of high-tech newbies and returning students navigates real-world high school drama. If you're a teen, this is your life."
